ID,Betrieb,Feldname,Fläche (ha),Erntejahr,Aussaattermin,Erntedatum,Kultur,realer Ertrag (dt / ha),reale N-Menge (kg N / ha),Unnamed: 11,Unnamed: 12
,Farm 12,Field 54,32.4,2017.0,2016-09-01 00:00:00,2017-07-20 00:00:00.000,Winterraps,43.51,245.2,,
,Farm 12,Field 54,32.4,2019.0,2018-10-10 00:00:00,2019-07-10 00:00:00.000,Wintergerste,80.94,228.36,,
,Farm 12,Field 54,32.4,2016.0,2015-10-15 00:00:00,2016-07-25 00:00:00.000,Winterweichweizen,93.86,191.66,,
,Farm 12,Field 54,32.4,2018.0,2017-10-15 00:00:00,2018-07-25 00:00:00.000,Winterweichweizen,66.46,147.16,,
,Farm 12,Field 55,23.8,2016.0,2015-10-10 00:00:00,2016-07-10 00:00:00.000,Wintergerste,92.5,148.8,,
,Farm 12,Field 55,23.8,2018.0,2017-10-15 00:00:00,2018-07-25 00:00:00.000,Winterweichweizen,89.0,169.70000000000002,,
,Farm 12,Field 55,23.8,2017.0,2016-09-01 00:00:00,2017-07-20 00:00:00.000,Winterraps,41.58,201.94,,
,Farm 12,Field 55,23.8,2020.0,2020-10-15 00:00:00,2020-07-25 00:00:00.000,Winterweichweizen,91.52,190.8,,
,Farm 12,Field 55,23.8,2021.0,2020-10-10 00:00:00,2021-07-10 00:00:00.000,Wintergerste,87.73,154.0,,
,Farm 13,Field 56,7.33,2023.0,2022-10-25 00:00:00,,Winterweichweizen,87.0,143.0,,
,Farm 13,Field 56,5.42,2021.0,2020-10-29 00:00:00,,Winterweichweizen,66.0,253.0,,
,Farm 13,Field 57,43.93,2023.0,2022-11-11 00:00:00,,Winterweichweizen,88.0,143.0,,
,Farm 13,Field 57,40.34,2021.0,2020-09-23 00:00:00,,Wintergerste,79.0,200.0,,
,Farm 13,Field 58,15.17,2023.0,2022-10-14 00:00:00,,Winterweichweizen,88.66,192.0,,
,Farm 13,Field 58,15.17,2021.0,2020-10-28 00:00:00,,Winterweichweizen,98.0,261.0,,
,Farm 13,Field 58,15.17,2022.0,2022-04-20 00:00:00,,Silomais,310.0,143.0,,
,Farm 13,Field 59,33.42,2021.0,2020-09-25 00:00:00,,Wintergerste,74.4,200.0,,
,Farm 13,Field 59,31.055,2023.0,2022-10-27 00:00:00,,Winterweichweizen,82.0,131.0,,
,Farm 13,Field 60,36.06,2021.0,2021-04-15 00:00:00,,Zuckerrüben,828.0,180.0,,
,Farm 13,Field 60,33.735600000000005,2023.0,2022-11-05 00:00:00,,Winterweichweizen,75.0,197.0,,
,Farm 13,Field 60,33.735600000000005,2022.0,2021-11-03 00:00:00,,Winterweichweizen,73.0,225.0,,
,Farm 13,Field 61,15.53,2021.0,2020-10-21 00:00:00,,Winterweichweizen,69.0,235.5,,
,Farm 13,Field 61,15.53,2022.0,2021-10-02 00:00:00,,Wintergerste,101.0,200.0,,
,Farm 13,Field 61,15.59,2023.0,2023-04-23 00:00:00,,Zuckerrüben,641.0,70.0,,
,Farm 13,Field 62,28.48,2021.0,2021-04-16 00:00:00,,Zuckerrüben,742.0,180.0,,
,Farm 13,Field 62,34.55,2023.0,2023-05-07 00:00:00,,Sonnenblumen,42.0,40.0,,
,Farm 13,Field 62,34.55,2022.0,2021-10-26 00:00:00,,Winterweichweizen,80.0,160.0,,
,Farm 13,Field 63,5.78,2023.0,2022-10-25 00:00:00,,Winterweichweizen,100.0,143.0,,
,Farm 13,Field 63,5.78,2021.0,2020-09-21 00:00:00,,Wintergerste,79.0,200.0,,
,Farm 13,Field 64,7.5,2023.0,2023-04-24 00:00:00,,Zuckerrüben,692.0,70.0,,
,Farm 13,Field 64,7.5,2021.0,2020-10-22 00:00:00,,Winterweichweizen,68.0,237.0,,
,Farm 13,Field 64,7.5,2022.0,2021-09-27 00:00:00,,Wintergerste,101.0,189.0,,
,Farm 13,Field 65,32.63,2021.0,2021-04-29 00:00:00,,Silomais,464.0,201.0,,
,Farm 13,Field 65,32.63,2023.0,2022-10-11 00:00:00,,Wintergerste,82.0,164.0,,
,Farm 13,Field 65,32.63,2022.0,2021-10-20 00:00:00,,Winterweichweizen,77.0,231.0,,
,Farm 13,Field 66,39.33,2021.0,2020-09-18 00:00:00,,Winterweichweizen,92.0,225.0,,
,Farm 13,Field 66,36.94,2022.0,2022-04-22 00:00:00,,Silomais,330.0,154.0,,
,Farm 13,Field 66,41.64,2023.0,2022-10-22 00:00:00,,Winterweichweizen,88.0,192.0,,
,Farm 13,Field 67,14.74,2021.0,2020-10-23 00:00:00,,Winterweichweizen,78.0,237.0,,
,Farm 13,Field 67,13.24,2022.0,2021-09-23 00:00:00,,Wintergerste,96.0,188.0,,
,Farm 13,Field 67,14.74,2023.0,2023-04-24 00:00:00,,Zuckerrüben,624.0,70.0,,
,Farm 13,Field 68,36.02,2021.0,2020-10-24 00:00:00,,Winterweichweizen,77.0,235.5,,
,Farm 13,Field 68,36.02,2023.0,2023-04-26 00:00:00,,Zuckerrüben,887.0,70.0,,
,Farm 13,Field 69,36.02,2022.0,2021-09-24 00:00:00,,Wintergerste,83.0,200.0,,
,Farm 13,Field 70,13.85,2023.0,2022-10-19 00:00:00,,Winterweichweizen,88.5,192.0,,
,Farm 13,Field 70,13.85,2022.0,2022-04-23 00:00:00,,Silomais,364.0,156.0,,
,Farm 13,Field 70,13.85,2021.0,2020-10-27 00:00:00,,Winterweichweizen,70.0,251.0,,
,Farm 13,Field 71,5.36,2022.0,2022-04-23 00:00:00,,Silomais,364.0,147.0,,
,Farm 13,Field 71,5.36,2021.0,2020-10-26 00:00:00,,Winterweichweizen,70.0,229.0,,
,Farm 13,Field 71,5.36,2023.0,2022-10-19 00:00:00,,Winterweichweizen,88.5,192.0,,
,Farm 13,Field 72,45.800000000000004,2021.0,2021-05-03 00:00:00,,Silomais,555.0,195.0,,
,Farm 13,Field 72,43.7508,2023.0,2022-10-07 00:00:00,,Wintergerste,79.0,164.0,,
,Farm 13,Field 72,46.96,2022.0,2021-10-13 00:00:00,,Winterweichweizen,84.0,231.0,,
,Farm 13,Field 73,18.7,2022.0,2021-11-11 00:00:00,,Winterweichweizen,77.0,225.0,,
,Farm 13,Field 73,18.7,2023.0,2023-05-07 00:00:00,,Sonnenblumen,33.7,40.0,,
,Farm 13,Field 73,18.7,2021.0,2021-04-17 00:00:00,,Zuckerrüben,746.0,180.0,,
,Farm 13,Field 74,14.29,2022.0,2021-09-21 00:00:00,,Wintergerste,100.0,200.0,,
,Farm 13,Field 74,14.29,2023.0,2023-04-22 00:00:00,,Zuckerrüben,748.0,70.0,,
,Farm 13,Field 74,14.29,2021.0,2020-10-20 00:00:00,,Winterweichweizen,76.0,235.5,,
,Farm 13,Field 75,11.85,2022.0,2021-10-20 00:00:00,,Winterweichweizen,77.0,231.0,,
,Farm 13,Field 75,11.85,2023.0,2022-10-06 00:00:00,,Wintergerste,78.0,164.0,,
,Farm 13,Field 75,11.85,2021.0,2021-04-29 00:00:00,,Silomais,474.0,201.0,,
,Farm 14,Field 76,56.0,2020.0,2020-04-15 00:00:00,2020-11-15 00:00:00.000,Körnermais,120.0,155.8,,
,Farm 14,Field 76,56.0,2016.0,2016-04-15 00:00:00,2016-11-15 00:00:00.000,Körnermais,115.0,237.94,,
,Farm 14,Field 76,56.0,2018.0,2017-09-01 00:00:00,2018-07-20 00:00:00.000,Winterraps,48.0,198.0,,
,Farm 14,Field 76,56.0,2021.0,2020-10-20 00:00:00,2021-07-20 00:00:00.000,Winterweichweizen,105.0,174.0,,
,Farm 14,Field 76,56.0,2017.0,2016-10-20 00:00:00,2017-07-20 00:00:00.000,Winterweichweizen,79.32,189.27,,
,Farm 14,Field 76,56.0,2019.0,2018-10-20 00:00:00,2019-07-20 00:00:00.000,Winterweichweizen,97.8,217.2,,
,Farm 14,Field 77,45.0,2019.0,2019-04-15 00:00:00,2019-11-15 00:00:00.000,Körnermais,117.0,165.6,,
,Farm 14,Field 77,45.0,2021.0,2020-09-01 00:00:00,2021-07-20 00:00:00.000,Winterraps,44.5,132.0,,
,Farm 14,Field 77,45.0,2020.0,2019-10-20 00:00:00,2020-07-20 00:00:00.000,Winterweichweizen,105.0,209.4,,
,Farm 14,Field 77,45.0,2016.0,2015-10-20 00:00:00,2016-07-20 00:00:00.000,Winterweichweizen,100.0,233.4,,
,Farm 14,Field 77,45.0,2017.0,2016-09-01 00:00:00,2017-07-20 00:00:00.000,Winterraps,46.0,221.64,,
,Farm 14,Field 77,45.0,2018.0,2017-10-20 00:00:00,2018-07-20 00:00:00.000,Winterweichweizen,95.0,198.3,,
,Farm 14,Field 78,67.0,2021.0,2021-04-15 00:00:00,2021-11-15 00:00:00.000,Körnermais,126.0,155.0,,
,Farm 14,Field 78,67.0,2018.0,2017-09-01 00:00:00,2018-07-20 00:00:00.000,Winterraps,48.5,219.66,,
,Farm 14,Field 78,67.0,2019.0,2019-10-20 00:00:00,2019-07-20 00:00:00.000,Winterweichweizen,105.4,201.0,,
,Farm 14,Field 78,67.0,2017.0,2016-10-20 00:00:00,2016-07-20 00:00:00.000,Winterweichweizen,105.0,239.22,,
,Farm 14,Field 78,67.0,2020.0,2020-04-15 00:00:00,2020-11-15 00:00:00.000,Körnermais,120.0,173.0,,
,Farm 14,Field 78,67.0,2016.0,2015-09-01 00:00:00,2016-07-20 00:00:00.000,Winterraps,47.0,243.24,,
,Farm 15,Field 79,32.0,2023.0,2023-04-22 00:00:00,2023-08-18 00:00:00.000,Erbsen,28.392666849415207,0.0,,
,Farm 15,Field 79,17.81,2020.0,2019-11-01 00:00:00,2020-08-01 00:00:00.000,Winterweichweizen,72.34676622306282,185.0,,
,Farm 15,Field 79,5.47,2020.0,2019-09-24 00:00:00,2020-07-19 00:00:00.000,Wintergerste,61.08053497546427,179.0,,
,Farm 15,Field 79,32.0,2022.0,2021-10-06 00:00:00,2022-07-20 00:00:00.000,Winterweichweizen,81.20275734649124,190.0,,
,Farm 15,Field 79,32.7,2019.0,2018-09-30 00:00:00,,Winterweichweizen,68.74617737003058,186.0,,
,Farm 15,Field 79,32.0,2021.0,2020-09-01 00:00:00,2021-07-30 00:00:00.000,Winterraps,27.91467032967033,222.0,,
,Farm 15,Field 79,32.7,2018.0,2017-09-25 00:00:00,2018-07-29 00:00:00.000,Winterweichweizen,63.608562691131496,193.0,,Mittelkamm
,Farm 15,Field 80,40.3,2021.0,2021-03-31 00:00:00,2021-07-29 00:00:00.000,Erbsen,33.62754342431762,0.0,,
,Farm 15,Field 80,40.3,2023.0,2022-10-05 00:00:00,2023-08-11 00:00:00.000,Winterweichweizen,81.13641756997954,187.0,,
,Farm 15,Field 80,40.3,2022.0,2021-08-21 00:00:00,2022-07-30 00:00:00.000,Winterraps,47.3,148.0,,
,Farm 15,Field 81,41.5,2021.0,2021-03-10 00:00:00,2021-07-30 00:00:00.000,Erbsen,32.07975903614458,0.0,,
,Farm 15,Field 81,41.5,2022.0,2021-08-24 00:00:00,2022-07-31 00:00:00.000,Winterraps,44.49877239385924,145.0,,
,Farm 15,Field 81,41.5,2023.0,2022-11-06 00:00:00,2023-08-19 00:00:00.000,Winterweichweizen,71.65321114352145,169.0,,
,Farm 15,Field 82,95.85,2019.0,2018-08-27 00:00:00,2019-08-07 00:00:00.000,Winterraps,42.044861763171625,181.0,,
,Farm 15,Field 82,96.95,2021.0,2020-09-20 00:00:00,2021-07-09 00:00:00.000,Wintergerste,93.06160407034432,178.0,,
,Farm 15,Field 82,95.85,2018.0,2017-09-30 00:00:00,2018-07-19 00:00:00.000,Winterweichweizen,46.16588419405321,215.0,,Nutteln
,Farm 15,Field 82,96.95,2022.0,2021-08-14 00:00:00,2022-08-03 00:00:00.000,Winterraps,45.06197327273036,193.0,,
,Farm 15,Field 82,96.95,2023.0,2022-09-27 00:00:00,2023-08-12 00:00:00.000,Winterweichweizen,71.87441894990182,203.0,,
,Farm 15,Field 82,96.94,2020.0,2019-09-18 00:00:00,2020-08-11 00:00:00.000,Winterweichweizen,81.56042744230771,200.0,,
,Farm 15,Field 83,41.5,2018.0,2017-09-28 00:00:00,2018-07-04 00:00:00.000,Wintergerste,49.87951807228916,199.0,,104 A
,Farm 15,Field 84,81.86,2020.0,2019-09-26 00:00:00,2020-08-14 00:00:00.000,Winterweichweizen,80.81657029616962,181.0,,
,Farm 15,Field 85,44.35,2019.0,2018-08-20 00:00:00,2019-08-04 00:00:00.000,Winterraps,37.88049605411499,179.0,,
,Farm 15,Field 85,44.35,2018.0,2017-09-30 00:00:00,2018-07-05 00:00:00.000,Wintergerste,59.977452085682074,191.0,,Cambs links
,Farm 15,Field 86,67.67,2018.0,2017-08-28 00:00:00,2018-07-22 00:00:00.000,Winterraps,33.69292153095906,225.0,,Cambs Plantage
,Farm 15,Field 86,67.67,2019.0,2018-09-19 00:00:00,,Winterweichweizen,64.28254765775085,172.0,,
,Farm 15,Field 86,67.41,2020.0,2019-09-22 00:00:00,2020-07-14 00:00:00.000,Wintergerste,74.83792555115723,179.0,,
,Farm 15,Field 87,67.41,2022.0,2021-09-22 00:00:00,2022-07-28 00:00:00.000,Winterweichweizen,81.58729444067075,190.0,,
,Farm 15,Field 87,67.41,2021.0,2020-08-23 00:00:00,2021-08-05 00:00:00.000,Winterraps,31.895615969848283,224.0,,
,Farm 15,Field 87,67.41,2023.0,2022-09-25 00:00:00,2023-08-15 00:00:00.000,Winterroggen,95.0,162.0,,
,Farm 15,Field 88,65.11,2019.0,2018-09-25 00:00:00,,Winterweichweizen,70.58823529411765,180.0,,
,Farm 15,Field 88,65.11,2018.0,2017-09-01 00:00:00,2018-07-26 00:00:00.000,Winterraps,28.797419751190294,210.0,,Cambs Rechts
,Farm 15,Field 88,65.06,2022.0,2021-10-09 00:00:00,2022-07-29 00:00:00.000,Winterweichweizen,77.86232789166276,187.0,,
,Farm 15,Field 88,65.06,2020.0,2019-09-20 00:00:00,2020-07-18 00:00:00.000,Wintergerste,87.1465475863036,169.0,,
,Farm 15,Field 88,65.06,2021.0,2020-08-25 00:00:00,2021-08-04 00:00:00.000,Winterraps,33.464745729216986,232.0,,
,Farm 15,Field 88,65.06,2023.0,2022-09-23 00:00:00,2023-07-08 00:00:00.000,Wintergerste,85.301444820166,199.0,,
,Farm 15,Field 89,16.9,2019.0,2018-09-21 00:00:00,2019-07-03 00:00:00.000,Wintergerste,75.02958579881657,173.0,,
,Farm 15,Field 89,28.0,2023.0,2022-08-21 00:00:00,2023-08-05 00:00:00.000,Winterraps,28.48824018838305,193.0,,
,Farm 15,Field 89,32.0,2020.0,2019-08-24 00:00:00,2020-08-09 00:00:00.000,Winterraps,33.074866071428566,199.0,,
,Farm 15,Field 89,28.0,2022.0,2021-09-24 00:00:00,2022-07-14 00:00:00.000,Wintergerste,80.98255956558062,170.0,,
,Farm 15,Field 89,28.0,2021.0,2020-10-02 00:00:00,,Winterweichweizen,71.89228279030911,183.0,,
,Farm 15,Field 90,7.56,2019.0,2018-08-25 00:00:00,2019-08-11 00:00:00.000,Winterraps,34.920634920634924,153.0,,
,Farm 15,Field 90,7.56,2018.0,2017-10-18 00:00:00,2018-07-22 00:00:00.000,Winterweichweizen,31.746031746031747,187.0,,Tessin rechts A
,Farm 15,Field 91,35.0,2022.0,2021-10-11 00:00:00,2022-07-24 00:00:00.000,Winterweichweizen,80.57030538011695,186.0,,
,Farm 15,Field 91,34.21,2020.0,2019-10-26 00:00:00,2020-08-06 00:00:00.000,Winterweichweizen,77.23359846561742,209.0,,
,Farm 15,Field 91,35.0,2023.0,2023-04-10 00:00:00,2023-07-25 00:00:00.000,Erbsen,35.555084284043446,0.0,,
,Farm 15,Field 91,35.0,2021.0,2020-08-20 00:00:00,2021-07-24 00:00:00.000,Winterraps,31.52884772370486,218.0,,
,Farm 15,Field 92,74.75,2019.0,2018-09-18 00:00:00,,Winterweichweizen,65.01672240802675,179.0,,
,Farm 15,Field 92,74.5,2022.0,2021-09-20 00:00:00,2022-07-09 00:00:00.000,Wintergerste,98.8056595627772,191.0,,
,Farm 15,Field 92,74.3,2020.0,2019-10-28 00:00:00,2020-08-06 00:00:00.000,Winterweichweizen,66.56670838154156,182.0,,
,Farm 15,Field 92,74.75,2018.0,2017-09-04 00:00:00,2018-07-19 00:00:00.000,Winterraps,25.51170568561873,205.0,,Holdorf Links
,Farm 15,Field 92,74.0,2021.0,2021-03-26 00:00:00,2021-08-24 00:00:00.000,Hafer,51.152146388493755,105.0,,
,Farm 15,Field 92,74.5,2023.0,2022-08-16 00:00:00,2023-08-06 00:00:00.000,Winterraps,38.32039926248249,220.0,,
,Farm 15,Field 93,73.0,2021.0,2020-09-18 00:00:00,2020-08-20 00:00:00.000,Winterweichweizen,76.35722302331169,188.0,,
,Farm 15,Field 93,73.0,2023.0,2022-08-20 00:00:00,2023-08-03 00:00:00.000,Winterraps,29.908323655727838,169.0,,
,Farm 15,Field 93,90.8,2018.0,2017-09-28 00:00:00,2018-07-27 00:00:00.000,Winterweichweizen,53.85462555066079,187.0,,Liessow links
,Farm 15,Field 93,73.0,2022.0,2022-04-01 00:00:00,2022-07-19 00:00:00.000,Erbsen,31.946681727148917,0.0,,
,Farm 15,Field 93,73.0,2019.0,2018-09-27 00:00:00,,Winterweichweizen,58.21917808219178,184.0,,
,Farm 15,Field 93,73.0,2020.0,2019-08-26 00:00:00,2020-07-26 00:00:00.000,Winterraps,30.66780821917808,194.0,,
,Farm 15,Field 94,15.7,2019.0,2018-08-25 00:00:00,2019-08-11 00:00:00.000,Winterraps,33.69426751592357,153.0,,
,Farm 15,Field 94,15.7,2018.0,2017-09-30 00:00:00,2018-07-22 00:00:00.000,Winterweichweizen,43.94904458598727,187.0,,Tessin links A
,Farm 15,Field 95,38.91,2019.0,2018-09-20 00:00:00,2019-07-03 00:00:00.000,Wintergerste,87.63813929581086,173.0,,
,Farm 15,Field 95,38.99,2020.0,2019-08-19 00:00:00,2020-07-31 00:00:00.000,Winterraps,38.36317568043651,189.0,,
,Farm 15,Field 95,38.99,2023.0,2022-09-23 00:00:00,,Wintergerste,94.87281699161127,192.0,,
,Farm 15,Field 95,38.99,2022.0,2022-03-12 00:00:00,2022-07-26 00:00:00.000,Hafer,61.0,108.0,,
,Farm 15,Field 95,38.99,2021.0,2020-09-22 00:00:00,2021-08-12 00:00:00.000,Winterweichweizen,91.39513955445166,200.0,,
,Farm 15,Field 95,39.0,2018.0,2017-10-18 00:00:00,2018-07-31 00:00:00.000,Winterweichweizen,51.02564102564103,178.0,,Holdorf Rechts
,Farm 15,Field 96,60.5,2018.0,2017-10-01 00:00:00,2018-07-30 00:00:00.000,Winterweichweizen,55.388429752066116,197.0,,Kieswerk
,Farm 15,Field 96,63.05,2023.0,2022-09-22 00:00:00,,Wintergerste,93.31952038436033,201.0,,
,Farm 15,Field 96,63.05,2022.0,2022-03-17 00:00:00,2022-07-27 00:00:00.000,Hafer,59.0,105.0,,
,Farm 15,Field 96,60.34,2021.0,2020-09-25 00:00:00,2020-08-25 00:00:00.000,Winterweichweizen,81.4362409310205,180.0,,
,Farm 15,Field 97,63.27,2020.0,2019-08-20 00:00:00,2020-08-07 00:00:00.000,Winterraps,37.22853304432251,188.0,,
,Farm 15,Field 98,63.51,2019.0,2018-09-19 00:00:00,2019-07-01 00:00:00.000,Wintergerste,83.01054951976067,177.0,,
,Farm 15,Field 99,2.92,2021.0,2020-09-24 00:00:00,2021-07-14 00:00:00.000,Wintergerste,96.04424216935033,232.0,,
,Farm 16,Field 100,48.7,2016.0,2015-10-20 00:00:00,2016-07-20 00:00:00.000,Winterweichweizen,83.38,170.1,,
,Farm 16,Field 100,48.7,2019.0,2018-10-20 00:00:00,2019-07-20 00:00:00.000,Winterweichweizen,67.31,154.44,,
,Farm 16,Field 100,48.7,2018.0,2017-09-01 00:00:00,2018-07-20 00:00:00.000,Winterraps,30.81,181.07999999999998,,
,Farm 16,Field 100,48.7,2021.0,2020-09-01 00:00:00,2021-07-20 00:00:00.000,Winterraps,34.1,151.24,,
,Farm 16,Field 100,48.7,2017.0,2016-10-10 00:00:00,2017-07-10 00:00:00.000,Wintergerste,65.0,164.86200000000002,,
,Farm 16,Field 100,48.7,2020.0,2019-10-10 00:00:00,2020-07-10 00:00:00.000,Wintergerste,28.34,89.91000000000001,,
,Farm 16,Field 101,47.5,2018.0,2018-04-01 00:00:00,2018-10-15 00:00:00.000,Zuckerrüben,435.63,97.87,,
,Farm 16,Field 101,47.5,2016.0,2015-09-01 00:00:00,2016-07-20 00:00:00.000,Winterraps,41.43,254.51999999999998,,
,Farm 16,Field 101,47.5,2020.0,2019-10-10 00:00:00,2020-07-20 00:00:00.000,Winterroggen,72.95,149.85000000000002,,
,Farm 16,Field 101,47.5,2017.0,2016-10-20 00:00:00,2017-07-20 00:00:00.000,Winterweichweizen,77.7,157.08,,
,Farm 16,Field 101,47.5,2019.0,2018-10-20 00:00:00,2019-07-20 00:00:00.000,Winterweichweizen,41.58,160.11,,
,Farm 16,Field 102,13.5,2017.0,2016-10-10 00:00:00,2017-07-10 00:00:00.000,Wintergerste,64.66,184.41,,
,Farm 16,Field 102,13.5,2021.0,2020-10-10 00:00:00,2021-07-10 00:00:00.000,Wintergerste,81.13,129.06,,
,Farm 16,Field 102,13.5,2018.0,2017-09-01 00:00:00,2018-07-20 00:00:00.000,Winterraps,30.47,218.46,,
,Farm 16,Field 102,13.5,2019.0,2018-10-10 00:00:00,2019-07-20 00:00:00.000,Winterroggen,58.54,235.51,,
,Farm 16,Field 102,13.5,2016.0,2015-10-20 00:00:00,2016-07-20 00:00:00.000,Winterweichweizen,91.23,175.35,,
,Farm 16,Field 103,25.8,2019.0,2018-10-20 00:00:00,2019-07-20 00:00:00.000,Winterweichweizen,90.04,153.9,,
,Farm 16,Field 103,25.8,2018.0,2017-10-20 00:00:00,2018-07-20 00:00:00.000,Winterweichweizen,70.06,159.57000000000002,,
,Farm 16,Field 103,25.8,2021.0,2020-09-01 00:00:00,2021-07-20 00:00:00.000,Winterraps,37.56,161.6,,
,Farm 16,Field 103,25.8,2020.0,2019-10-10 00:00:00,2020-07-10 00:00:00.000,Wintergerste,53.6,149.85000000000002,,
,Farm 16,Field 103,25.8,2016.0,2015-10-10 00:00:00,2016-07-10 00:00:00.000,Wintergerste,71.03,172.09,,
,Farm 16,Field 103,25.8,2017.0,2016-09-01 00:00:00,2017-07-20 00:00:00.000,Winterraps,36.52,153.07,,
,Farm 1,Field 104,75.2481,2020.0,2019-09-23 00:00:00,2020-08-10 00:00:00.000,Winterweichweizen,65.7159449873153,200.0,,
,Farm 1,Field 105,27.4868,2022.0,2021-10-15 00:00:00,2022-07-25 00:00:00.000,Winterweichweizen,71.45975522796397,237.0,,
,Farm 1,Field 105,27.4868,2021.0,2021-03-26 00:00:00,2021-08-25 00:00:00.000,Kartoffel,558.4389597916091,165.0,,
,Farm 1,Field 106,33.7715,2023.0,2023-04-20 00:00:00,2023-09-15 00:00:00.000,Silomais,382.78430037161513,120.0,,
,Farm 1,Field 106,33.7715,2022.0,2021-11-10 00:00:00,2022-07-25 00:00:00.000,Winterweichweizen,40.32986393852804,237.0,,
,Farm 1,Field 107,21.1896,2021.0,2021-03-26 00:00:00,2021-11-09 00:00:00.000,Zuckerrüben,1034.1110733567411,183.0,,
,Farm 1,Field 108,8.3,2021.0,2021-03-30 00:00:00,2021-08-02 00:00:00.000,Sommergerste,49.99999999999999,210.0,,
,Farm 1,Field 109,13.8968,2022.0,2021-09-21 00:00:00,2022-07-05 00:00:00.000,Wintergerste,67.64147141788037,172.0,,
,Farm 1,Field 109,13.8968,2023.0,2023-04-17 00:00:00,2023-08-18 00:00:00.000,Kartoffel,440.8079557883829,190.0,,
,Farm 1,Field 109,13.8968,2021.0,2020-09-01 00:00:00,2021-07-23 00:00:00.000,Winterraps,29.827010534799378,186.0,,
,Farm 1,Field 110,25.04,2020.0,2019-11-12 00:00:00,2020-08-05 00:00:00.000,Winterweichweizen,84.42492012779553,210.0,,
,Farm 1,Field 110,25.04,2022.0,2021-10-08 00:00:00,2022-07-31 00:00:00.000,Winterroggen,64.72843450479233,172.0,,
,Farm 1,Field 110,25.04,2021.0,2021-04-24 00:00:00,2021-09-29 00:00:00.000,Silomais,558.9523562300319,250.0,,
,Farm 1,Field 110,25.04,2023.0,2023-04-19 00:00:00,2023-09-12 00:00:00.000,Silomais,314.2092651757189,140.0,,
,Farm 1,Field 111,41.1019,2021.0,2021-04-23 00:00:00,2021-10-01 00:00:00.000,Silomais,394.268878081062,212.0,,
,Farm 1,Field 111,41.1019,2023.0,2023-04-18 00:00:00,2023-09-12 00:00:00.000,Silomais,273.1747194168639,170.0,,
,Farm 1,Field 111,41.1019,2022.0,2021-10-09 00:00:00,2022-07-30 00:00:00.000,Winterroggen,59.41331179337208,172.0,,
,Farm 1,Field 112,35.0559,2023.0,2022-11-07 00:00:00,2023-08-12 00:00:00.000,Winterweichweizen,61.63869705242199,140.0,,
,Farm 1,Field 112,37.0112,2020.0,2020-04-09 00:00:00,2020-09-30 00:00:00.000,Silomais,516.7543878609717,202.0,,
,Farm 1,Field 112,37.0112,2021.0,2020-10-13 00:00:00,2021-08-04 00:00:00.000,Winterweichweizen,66.76357426941034,215.0,,
,Farm 1,Field 113,13.3015,2022.0,2022-04-19 00:00:00,2022-09-03 00:00:00.000,Silomais,268.91703943164305,120.0,,
,Farm 1,Field 114,37.1237,2020.0,2020-04-09 00:00:00,2020-09-30 00:00:00.000,Silomais,505.8978496216702,202.0,,
,Farm 1,Field 114,37.1237,2021.0,2020-10-12 00:00:00,2021-08-11 00:00:00.000,Winterweichweizen,70.50000404054553,204.0,,
,Farm 1,Field 114,37.1234,2023.0,2022-09-23 00:00:00,2023-08-14 00:00:00.000,Winterweichweizen,65.25479886001821,115.0,,
,Farm 1,Field 114,37.1234,2022.0,2022-04-20 00:00:00,2022-09-03 00:00:00.000,Silomais,372.19112473534216,185.0,,
,Farm 1,Field 115,29.1367,2021.0,2020-10-09 00:00:00,2021-08-12 00:00:00.000,Winterweichweizen,61.56496789272635,204.0,,
,Farm 1,Field 115,27.8368,2023.0,2022-10-06 00:00:00,2023-07-07 00:00:00.000,Wintergerste,94.84567191631221,150.0,,
,Farm 1,Field 115,29.1367,2020.0,2020-04-11 00:00:00,2020-09-13 00:00:00.000,Silomais,559.7373758867682,202.0,,
,Farm 1,Field 115,29.1367,2022.0,2022-04-20 00:00:00,2022-09-03 00:00:00.000,Silomais,285.3995133285513,185.0,,
,Farm 1,Field 116,9.3921,2021.0,2020-09-22 00:00:00,2021-07-09 00:00:00.000,Wintergerste,55.344385174774544,177.0,,
,Farm 1,Field 116,7.1846,2023.0,2022-10-05 00:00:00,2023-07-07 00:00:00.000,Wintergerste,33.65531831973944,155.0,,
,Farm 1,Field 116,9.3921,2020.0,2020-04-08 00:00:00,2020-09-11 00:00:00.000,Silomais,315.66955207035704,183.0,,
,Farm 1,Field 116,9.3921,2022.0,2022-04-20 00:00:00,2022-09-03 00:00:00.000,Silomais,190.92641688227343,238.0,,
,Farm 1,Field 117,8.102,2022.0,2022-04-20 00:00:00,2022-09-03 00:00:00.000,Silomais,104.24586521846457,115.0,,
,Farm 1,Field 117,8.102,2021.0,2021-03-05 00:00:00,2021-08-02 00:00:00.000,Sommergerste,50.0,139.0,,
,Farm 1,Field 117,8.102,2020.0,2020-03-25 00:00:00,2020-08-11 00:00:00.000,Sommergerste,26.90693655887435,130.0,,
,Farm 1,Field 118,35.2485,2020.0,2020-04-08 00:00:00,2020-09-11 00:00:00.000,Silomais,439.87971119338414,128.0,,
,Farm 1,Field 119,9.0502,2020.0,2020-04-06 00:00:00,2020-08-11 00:00:00.000,Sommergerste,12.309120240436675,150.0,,
