ID,Betrieb,Feldname,Fläche (ha),Erntejahr,Aussaattermin,Erntedatum,Kultur,realer Ertrag (dt / ha),reale N-Menge (kg N / ha),Unnamed: 11,Unnamed: 12
,Farm 1,Field 120,44.2987,2023.0,2022-09-23 00:00:00,2023-10-05 00:00:00.000,Silomais,339.4095086311788,120.0,,
,Farm 1,Field 120,44.2987,2022.0,2021-09-22 00:00:00,2022-08-08 00:00:00.000,Winterroggen,71.21653682839452,203.0,,
,Farm 1,Field 121,13.0811,2023.0,2022-09-24 00:00:00,2023-07-07 00:00:00.000,Wintergerste,84.67177836726269,150.0,,
,Farm 1,Field 121,14.8808,2020.0,2020-03-26 00:00:00,2020-11-18 00:00:00.000,Zuckerrüben,825.291650986506,220.0,,
,Farm 1,Field 121,14.8808,2021.0,2020-11-19 00:00:00,2021-08-13 00:00:00.000,Winterweichweizen,58.41083812698242,225.0,,
,Farm 1,Field 121,14.8808,2022.0,2022-04-21 00:00:00,2022-09-03 00:00:00.000,Silomais,302.3224557819472,205.0,,
,Farm 1,Field 122,17.0724,2022.0,2022-04-21 00:00:00,2022-09-03 00:00:00.000,Silomais,266.64089407464684,205.0,,
,Farm 1,Field 122,17.0724,2023.0,2022-09-24 00:00:00,2023-07-07 00:00:00.000,Wintergerste,80.32848340010779,150.0,,
,Farm 1,Field 123,8.0,2020.0,2020-03-26 00:00:00,2020-11-16 00:00:00.000,Zuckerrüben,925.85,214.0,,
,Farm 1,Field 123,8.0,2021.0,2020-11-19 00:00:00,2021-08-13 00:00:00.000,Winterweichweizen,52.24625,225.0,,
,Farm 1,Field 124,9.0724,2021.0,2020-10-20 00:00:00,2021-08-13 00:00:00.000,Winterweichweizen,52.2320444424849,258.0,,
,Farm 1,Field 124,9.0724,2020.0,2020-04-06 00:00:00,2020-08-11 00:00:00.000,Sommergerste,31.656452537366075,194.0,,
,Farm 1,Field 125,35.6561,2022.0,2021-09-20 00:00:00,2022-07-05 00:00:00.000,Wintergerste,82.45433460193347,172.0,,
,Farm 1,Field 125,35.6561,2020.0,2019-09-24 00:00:00,2020-08-07 00:00:00.000,Winterweichweizen,69.46917918673101,200.0,,
,Farm 1,Field 125,35.6561,2021.0,2020-09-01 00:00:00,2021-07-22 00:00:00.000,Winterraps ,32.60592156741763,186.0,,
,Farm 1,Field 126,31.1101,2023.0,2023-04-17 00:00:00,2023-08-18 00:00:00.000,Kartoffel,440.70478719129807,190.0,,
,Farm 1,Field 127,4.5524,2023.0,2023-05-01 00:00:00,2023-09-11 00:00:00.000,Silomais,239.12661453299359,120.0,,
,Farm 1,Field 128,8.7315,2021.0,2020-10-20 00:00:00,2021-08-13 00:00:00.000,Winterweichweizen,61.776327091565015,265.0,,
,Farm 1,Field 128,8.7315,2023.0,2022-08-18 00:00:00,2023-07-07 00:00:00.000,Wintergerste,73.73303556090018,130.0,,
,Farm 1,Field 128,8.7315,2022.0,2022-04-21 00:00:00,2022-09-03 00:00:00.000,Silomais,241.1269541315925,205.0,,
,Farm 1,Field 129,6.7,2020.0,2020-04-07 00:00:00,2020-09-11 00:00:00.000,Silomais,395.4029850746268,173.0,,
,Farm 1,Field 130,5.908,2022.0,2021-09-28 00:00:00,2022-07-05 00:00:00.000,Wintergerste,55.85646580907244,172.0,,
,Farm 1,Field 130,5.908,2021.0,2021-03-26 00:00:00,2021-09-25 00:00:00.000,Zuckerrüben,80.4637779282329,184.0,,
,Farm 1,Field 130,5.908,2020.0,2020-03-26 00:00:00,2020-08-11 00:00:00.000,Sommergerste,41.63845633039946,116.0,,
,Farm 1,Field 131,21.0109,2022.0,2022-04-21 00:00:00,2022-09-03 00:00:00.000,Silomais,214.59337772299142,250.0,,
,Farm 1,Field 131,21.0109,2021.0,2020-09-21 00:00:00,2021-07-08 00:00:00.000,Wintergerste,60.511448819422306,187.0,,
,Farm 1,Field 131,16.2142,2023.0,2022-09-27 00:00:00,2023-08-20 00:00:00.000,Winterroggen,249.99999999999997,184.0,,
,Farm 1,Field 131,21.0109,2020.0,2020-04-10 00:00:00,2020-09-10 00:00:00.000,Silomais,421.99049065009115,202.0,,
,Farm 1,Field 132,22.5403,2021.0,2021-04-22 00:00:00,2021-10-05 00:00:00.000,Silomais,316.42879642240786,250.0,,
,Farm 1,Field 132,22.5403,2022.0,2021-10-15 00:00:00,2022-07-24 00:00:00.000,Winterweichweizen,48.233608248337426,237.0,,
,Farm 1,Field 132,22.5403,2023.0,2023-04-20 00:00:00,2023-09-14 00:00:00.000,Silomais,352.27570174310017,120.0,,
,Farm 1,Field 132,22.5403,2020.0,2019-09-20 00:00:00,2020-07-14 00:00:00.000,Wintergerste,61.13494496524004,192.0,,
,Farm 1,Field 133,46.241,2021.0,2020-09-22 00:00:00,2021-07-13 00:00:00.000,Wintergerste,71.57284660798858,105.0,,
,Farm 1,Field 133,46.241,2020.0,2020-04-11 00:00:00,2020-09-12 00:00:00.000,Silomais,441.60377154473304,202.0,,
,Farm 1,Field 134,29.9669,2022.0,2022-04-13 00:00:00,2022-07-27 00:00:00.000,Kartoffel,452.8529811225052,237.0,,
,Farm 1,Field 135,16.2516,2022.0,2022-04-20 00:00:00,2022-09-03 00:00:00.000,Silomais,260.7250978365207,192.0,,
,Farm 1,Field 136,8.7102,2021.0,2021-04-22 00:00:00,2021-10-05 00:00:00.000,Silomais,334.9406443020826,250.0,,
,Farm 1,Field 136,8.7102,2022.0,2021-10-12 00:00:00,2022-08-03 00:00:00.000,Winterroggen,45.739477853551,172.0,,
,Farm 1,Field 136,8.7102,2023.0,2023-04-21 00:00:00,2023-09-14 00:00:00.000,Silomais,314.4589102431632,120.0,,
,Farm 1,Field 136,8.7102,2020.0,2019-09-16 00:00:00,2020-07-14 00:00:00.000,Wintergerste,55.54407476292163,192.0,,
,Farm 1,Field 137,22.5706,2021.0,2021-04-21 00:00:00,2021-10-31 00:00:00.000,Silomais,109.58450373494723,180.0,,
,Farm 1,Field 137,22.5706,2020.0,2019-09-17 00:00:00,2020-07-13 00:00:00.000,Wintergerste,69.16785552887386,192.0,,
,Farm 1,Field 137,22.5706,2022.0,2022-04-22 00:00:00,2022-09-03 00:00:00.000,Winterroggen,287.26130452890044,135.0,,
,Farm 1,Field 138,3.487,2021.0,2021-04-21 00:00:00,2021-10-31 00:00:00.000,Silomais,110.5001433897333,180.0,,
,Farm 1,Field 138,3.487,2020.0,2019-09-18 00:00:00,2020-07-13 00:00:00.000,Wintergerste,70.96071121307715,192.0,,
,Farm 1,Field 139,22.3278,2022.0,2022-04-22 00:00:00,2022-09-03 00:00:00.000,Silomais,275.10995261512556,135.0,,
,Farm 1,Field 139,22.3278,2020.0,2019-09-17 00:00:00,2020-07-17 00:00:00.000,Wintergerste,66.1596753822589,192.0,,
,Farm 1,Field 139,22.3278,2021.0,2021-04-21 00:00:00,2021-10-31 00:00:00.000,Silomais,101.62398444987862,180.0,,
,Farm 1,Field 140,17.9093,2023.0,2023-04-21 00:00:00,2023-09-12 00:00:00.000,Silomais,230.5952773140212,120.0,,
,Farm 1,Field 140,17.9093,2020.0,2019-09-19 00:00:00,2020-07-18 00:00:00.000,Wintergerste,43.65329744881151,192.0,,
,Farm 1,Field 140,17.9093,2021.0,2021-04-22 00:00:00,2021-09-29 00:00:00.000,Silomais,476.98000480197436,180.0,,
,Farm 2,Field 141,25.52,2019.0,2018-09-01 00:00:00,2019-07-20 00:00:00.000,Winterraps,24.3,113.4,,
,Farm 2,Field 141,25.52,2021.0,2020-10-10 00:00:00,2021-07-10 00:00:00.000,Wintergerste,76.0,110.39999999999999,,
,Farm 2,Field 141,25.52,2018.0,2017-10-10 00:00:00,2018-07-10 00:00:00.000,Wintergerste,61.0,92.5,,
,Farm 2,Field 141,25.52,2016.0,2015-09-01 00:00:00,2016-07-20 00:00:00.000,Winterraps,33.0,155.39999999999998,,
,Farm 2,Field 141,25.52,2020.0,2019-10-15 00:00:00,2020-07-25 00:00:00.000,Winterweichweizen,58.6,126.5,,
,Farm 2,Field 141,25.52,2017.0,2016-10-15 00:00:00,2017-07-25 00:00:00.000,Winterweichweizen,59.0,84.0,,
,Farm 2,Field 142,35.68,2020.0,2019-09-01 00:00:00,2020-07-20 00:00:00.000,Winterraps,35.7,156.4,,
,Farm 2,Field 142,35.68,2019.0,2018-10-15 00:00:00,2019-07-25 00:00:00.000,Winterweichweizen,49.0,110.69999999999999,,
,Farm 2,Field 142,35.68,2017.0,2016-10-10 00:00:00,2017-07-10 00:00:00.000,Wintergerste,61.0,84.0,,
,Farm 2,Field 142,35.68,2016.0,2015-10-15 00:00:00,2016-07-25 00:00:00.000,Winterweichweizen,67.0,146.0,,
,Farm 3,Field 143,54.0,2020.0,2019-10-10 00:00:00,2020-07-10 00:00:00.000,Wintergerste,48.0,153.8,,
,Farm 3,Field 143,54.0,2021.0,2020-09-01 00:00:00,2021-07-20 00:00:00.000,Winterraps,32.0,123.29999999999998,,
,Farm 3,Field 143,54.0,2017.0,2016-09-01 00:00:00,2017-07-20 00:00:00.000,Winterraps,35.0,180.9,,
,Farm 3,Field 143,54.0,2019.0,2018-10-10 00:00:00,2019-07-20 00:00:00.000,Winterroggen,62.0,118.80000000000001,,
,Farm 3,Field 143,54.0,2016.0,2015-10-10 00:00:00,2016-07-10 00:00:00.000,Wintergerste,76.0,153.3,,
,Farm 3,Field 143,54.0,2018.0,2017-10-15 00:00:00,2018-07-25 00:00:00.000,Winterweichweizen,55.0,118.80000000000001,,
,Farm 3,Field 144,51.0,2020.0,2019-09-01 00:00:00,2020-07-20 00:00:00.000,Winterraps,35.5,145.06,,
,Farm 3,Field 144,51.0,2018.0,2017-10-15 00:00:00,2018-07-25 00:00:00.000,Winterweichweizen,69.0,108.0,,
,Farm 3,Field 144,51.0,2016.0,2015-10-15 00:00:00,2016-07-25 00:00:00.000,Winterweichweizen,76.0,145.8,,
,Farm 3,Field 144,51.0,2021.0,2020-10-15 00:00:00,2021-07-25 00:00:00.000,Winterweichweizen,78.0,115.0,,
,Farm 3,Field 144,51.0,2019.0,2018-10-10 00:00:00,2019-07-10 00:00:00.000,Wintergerste,84.0,150.76000000000002,,
,Farm 4,Field 145,18.62,2019.0,2018-08-29 00:00:00,2019-08-16 00:00:00.000,Winterraps,11.439312567132115,203.0,,
,Farm 4,Field 145,18.62,2018.0,2017-09-15 00:00:00,2018-07-16 00:00:00.000,Winterweichweizen,39.95703544575725,209.0,,
,Farm 4,Field 146,56.92,2021.0,2020-08-24 00:00:00,2021-08-11 00:00:00.000,Winterraps,35.139798135806565,230.0,,
,Farm 4,Field 146,51.837,2019.0,2018-09-11 00:00:00,2019-07-28 00:00:00.000,Winterweichweizen,66.68402878252985,197.0,,
,Farm 4,Field 146,56.4835,2022.0,2021-09-24 00:00:00,2022-08-12 00:00:00.000,Winterweichweizen,82.900056855604,182.0,,
,Farm 4,Field 146,51.84,2018.0,2017-08-30 00:00:00,2018-07-27 00:00:00.000,Winterraps,26.35609567901234,219.0,,
,Farm 4,Field 146,56.92,2020.0,2019-09-19 00:00:00,2020-07-19 00:00:00.000,Wintergerste,90.25286787242172,174.0,,
,Farm 4,Field 147,4.4912,2018.0,2017-09-27 00:00:00,2018-07-30 00:00:00.000,Winterweichweizen,64.57071606697542,202.0,,
,Farm 4,Field 147,4.49,2020.0,2019-09-16 00:00:00,2020-07-23 00:00:00.000,Winterweichweizen,74.50234048372603,150.0,,
,Farm 4,Field 147,4.4912,2019.0,2018-08-29 00:00:00,2019-08-04 00:00:00.000,Winterraps,14.67313858211614,200.0,,
,Farm 4,Field 147,4.49,2021.0,2021-04-28 00:00:00,,Silomais,,0.0,,
,Farm 4,Field 148,18.8,2019.0,2019-04-12 00:00:00,2019-09-05 00:00:00.000,Silomais,354.025930851064,175.0,,
,Farm 4,Field 149,34.84,2021.0,2020-09-12 00:00:00,2020-08-03 00:00:00.000,Winterweichweizen,86.02899027131548,205.0,,
,Farm 4,Field 149,34.81,2019.0,2018-09-26 00:00:00,2019-07-25 00:00:00.000,Winterweichweizen,78.36828497558173,197.0,,
,Farm 4,Field 149,34.84,2020.0,2019-08-16 00:00:00,2020-08-12 00:00:00.000,Winterraps,43.89574292527219,255.0,,
,Farm 4,Field 149,17.24,2022.0,2021-08-15 00:00:00,2022-07-28 00:00:00.000,Winterraps,48.03497526835115,224.0,,
,Farm 4,Field 150,18.35,2020.0,2020-04-16 00:00:00,2020-09-18 00:00:00.000,Silomais,371.198910081744,227.0,,
,Farm 4,Field 151,64.8,2018.0,2017-08-25 00:00:00,2018-07-25 00:00:00.000,Winterraps,36.32098765432099,207.0,,
,Farm 4,Field 151,64.95,2021.0,2021-05-06 00:00:00,2021-09-30 00:00:00.000,Silomais,214.672825250192,179.0,,
,Farm 4,Field 152,65.03,2019.0,2018-09-20 00:00:00,2019-08-04 00:00:00.000,Winterweichweizen,68.29309549438722,204.0,,
,Farm 4,Field 153,59.8646,2022.0,2021-10-29 00:00:00,2022-08-02 00:00:00.000,Winterweichweizen,73.63899582123268,176.0,,
,Farm 4,Field 153,61.66,2021.0,2021-05-31 00:00:00,,Silomais,,0.0,,
,Farm 4,Field 153,61.7198,2019.0,2018-09-12 00:00:00,2019-07-27 00:00:00.000,Winterweichweizen,71.89913123503317,194.0,,
,Farm 4,Field 153,61.7,2020.0,2020-04-17 00:00:00,2020-10-05 00:00:00.000,Silomais,432.544266612642,200.0,,
,Farm 4,Field 153,62.91,2018.0,2017-08-26 00:00:00,2018-07-26 00:00:00.000,Winterraps,30.518200604037517,204.0,,
,Farm 4,Field 154,37.27,2021.0,2020-09-22 00:00:00,2020-08-14 00:00:00.000,Winterweichweizen,83.55063633952962,171.0,,
,Farm 4,Field 154,150.6155,2022.0,2021-09-15 00:00:00,2022-07-09 00:00:00.000,Wintergerste,101.30408338292031,208.0,,
,Farm 4,Field 154,37.27,2020.0,2020-03-27 00:00:00,2020-08-09 00:00:00.000,Erbsen,54.69732902778365,0.0,,
,Farm 4,Field 154,113.32,2021.0,2020-09-22 00:00:00,2020-08-14 00:00:00.000,Winterweichweizen,90.6417841211453,236.0,,
,Farm 4,Field 154,113.32,2020.0,2019-08-15 00:00:00,2020-08-04 00:00:00.000,Winterraps,49.19015884221673,240.0,,
,Farm 4,Field 155,150.36,2018.0,2017-09-21 00:00:00,2018-08-01 00:00:00.000,Winterweichweizen,65.73556797020484,201.0,,
,Farm 4,Field 155,150.36,2019.0,2018-09-27 00:00:00,2019-07-27 00:00:00.000,Winterweichweizen,69.71135940409683,194.0,,
,Farm 4,Field 156,17.7,2019.0,2019-04-12 00:00:00,2019-09-04 00:00:00.000,Silomais,325.041843220339,169.0,,
,Farm 4,Field 156,46.2,2018.0,2017-10-18 00:00:00,2018-07-20 00:00:00.000,Winterweichweizen,53.116883116883116,180.0,,
,Farm 4,Field 156,28.76,2019.0,2018-08-28 00:00:00,2019-08-15 00:00:00.000,Winterraps,19.600139082058416,210.0,,
,Farm 4,Field 156,46.41,2020.0,2019-09-23 00:00:00,2020-07-31 00:00:00.000,Winterweichweizen,87.13866546708651,178.0,,
,Farm 4,Field 156,46.41,2021.0,2020-09-14 00:00:00,2021-07-11 00:00:00.000,Wintergerste,91.0143072613661,230.0,,
,Farm 4,Field 157,45.9,2022.0,2021-08-21 00:00:00,2022-08-10 00:00:00.000,Winterraps,47.14614867485455,234.0,,
,Farm 4,Field 158,7.06,2019.0,2018-09-26 00:00:00,2019-07-25 00:00:00.000,Winterweichweizen,79.60339943342777,197.0,,
,Farm 4,Field 158,7.06,2020.0,2019-08-15 00:00:00,2020-08-03 00:00:00.000,Winterraps,50.71002957382561,266.0,,
,Farm 4,Field 158,7.06,2021.0,2020-09-13 00:00:00,2020-08-05 00:00:00.000,Winterweichweizen,85.79256166857182,225.0,,
,Farm 4,Field 158,7.0603,2022.0,2022-03-18 00:00:00,2022-08-10 00:00:00.000,Erbsen,39.75624447480944,0.0,,
,Farm 4,Field 159,152.61,2018.0,2017-09-23 00:00:00,2018-07-05 00:00:00.000,Wintergerste,67.7026407181705,209.0,,
,Farm 4,Field 159,152.8,2019.0,2018-09-18 00:00:00,2019-07-01 00:00:00.000,Wintergerste,75.43193717277487,156.0,,
,Farm 4,Field 159,152.45,2022.0,2021-09-06 00:00:00,2022-07-27 00:00:00.000,Winterraps,47.38925223950205,273.0,,
,Farm 4,Field 159,152.5,2021.0,2020-09-19 00:00:00,2021-07-17 00:00:00.000,Wintergerste,100.12146912088966,186.0,,
,Farm 4,Field 159,152.85,2020.0,2019-08-22 00:00:00,2020-08-11 00:00:00.000,Winterraps,44.28049908874246,243.0,,
,Farm 4,Field 160,63.3,2019.0,2019-04-14 00:00:00,2019-09-03 00:00:00.000,Silomais,347.534508293839,186.0,,
,Farm 4,Field 160,63.7,2021.0,2021-04-01 00:00:00,2021-08-22 00:00:00.000,Erbsen,44.29578829858529,0.0,,
,Farm 4,Field 160,92.86,2018.0,2017-09-17 00:00:00,2018-07-19 00:00:00.000,Winterweichweizen,70.53629119104028,198.0,,
,Farm 4,Field 160,72.83,2020.0,2019-09-19 00:00:00,2020-08-14 00:00:00.000,Winterweichweizen,89.03557076360636,197.0,,
,Farm 4,Field 160,51.71,2021.0,2020-10-02 00:00:00,2020-07-30 00:00:00.000,Winterweichweizen,71.3321561881885,238.0,,
,Farm 4,Field 160,42.73,2020.0,2020-04-16 00:00:00,2020-09-17 00:00:00.000,Silomais,494.500351041423,189.0,,
,Farm 4,Field 160,63.974,2022.0,2021-09-19 00:00:00,2022-08-04 00:00:00.000,Winterweichweizen,99.49066189901343,201.0,,
,Farm 4,Field 161,143.69,2021.0,2020-08-17 00:00:00,2021-08-03 00:00:00.000,Winterraps,40.82048339717906,258.0,,
,Farm 4,Field 161,143.44,2018.0,2017-09-17 00:00:00,2018-06-29 00:00:00.000,Wintergerste,65.78848298940324,219.0,,
,Farm 4,Field 161,143.69,2020.0,2019-09-21 00:00:00,2020-08-05 00:00:00.000,Winterweichweizen,89.64496947009461,183.0,,
,Farm 4,Field 161,54.52,2019.0,2019-02-28 00:00:00,2019-07-23 00:00:00.000,Erbsen,41.35179750550257,0.0,,
,Farm 4,Field 161,143.6968,2022.0,2021-09-22 00:00:00,2022-08-13 00:00:00.000,Winterweichweizen,91.1188141789514,200.0,,
,Farm 4,Field 161,38.19,2019.0,2019-02-25 00:00:00,2019-07-28 00:00:00.000,Winterackerbohnen,25.022257135375757,0.0,,
,Farm 4,Field 162,59.86,2021.0,2020-08-22 00:00:00,2021-08-08 00:00:00.000,Winterraps,41.187015306778086,243.0,,
,Farm 4,Field 162,59.86,2020.0,2019-09-25 00:00:00,2020-08-06 00:00:00.000,Winterweichweizen,90.74443081420002,197.0,,
,Farm 4,Field 162,33.5,2019.0,2019-04-12 00:00:00,2019-09-05 00:00:00.000,Silomais,398.09328358209,172.0,,
,Farm 4,Field 163,26.5,2018.0,2018-04-22 00:00:00,2018-08-08 00:00:00.000,Winterackerbohnen,26.60377358490566,0.0,,
,Farm 4,Field 164,11.94,2020.0,2019-09-18 00:00:00,2020-07-13 00:00:00.000,Wintergerste,108.32877192982455,215.0,,
,Farm 4,Field 164,11.86,2018.0,2017-08-30 00:00:00,2018-07-18 00:00:00.000,Winterraps,38.9629005059022,206.0,,
,Farm 4,Field 164,11.94,2021.0,2020-08-23 00:00:00,2021-08-11 00:00:00.000,Winterraps,38.902857142857144,250.0,,
,Farm 4,Field 165,71.9,2020.0,2019-09-17 00:00:00,2020-07-17 00:00:00.000,Wintergerste,105.83258564282751,216.0,,
,Farm 4,Field 165,63.66,2018.0,2017-08-30 00:00:00,2018-07-19 00:00:00.000,Winterraps,39.15488532830663,204.0,,
,Farm 4,Field 165,71.9,2021.0,2020-08-23 00:00:00,2021-08-19 00:00:00.000,Winterraps,41.74357203992113,252.0,,
,Farm 4,Field 166,69.81,2022.0,2021-09-27 00:00:00,2022-07-30 00:00:00.000,Winterweichweizen,91.83938443444237,183.0,,
,Farm 4,Field 167,26.43,2019.0,2018-09-14 00:00:00,2019-07-29 00:00:00.000,Winterweichweizen,64.17328793038214,182.0,,
,Farm 4,Field 168,11.9347,2022.0,2021-09-26 00:00:00,2022-08-08 00:00:00.000,Winterweichweizen,100.07053297875275,197.0,,
,Farm 4,Field 168,11.91,2019.0,2018-09-13 00:00:00,2019-07-25 00:00:00.000,Winterweichweizen,76.77581863979849,192.0,,
,Farm 4,Field 169,71.91,2022.0,2021-09-26 00:00:00,2022-08-11 00:00:00.000,Winterweichweizen,96.14500313501038,194.0,,
,Farm 4,Field 169,72.37,2019.0,2018-09-13 00:00:00,2019-07-24 00:00:00.000,Winterweichweizen,77.6564874948183,192.0,,
,Farm 4,Field 170,15.24,2020.0,2019-09-16 00:00:00,2020-07-22 00:00:00.000,Winterweichweizen,73.4843580605056,157.0,,
,Farm 4,Field 170,15.24,2021.0,2021-05-06 00:00:00,,Silomais,,0.0,,
,Farm 4,Field 170,15.32,2019.0,2018-08-30 00:00:00,2019-08-05 00:00:00.000,Winterraps,1.1422976501305482,169.0,,
,Farm 4,Field 171,36.5,2018.0,2018-04-11 00:00:00,2018-07-28 00:00:00.000,Erbsen,20.7,0.0,,
,Farm 4,Field 172,9.83,2018.0,2017-08-24 00:00:00,2018-07-26 00:00:00.000,Winterraps,33.86571719226856,212.0,,
,Farm 4,Field 172,9.84,2021.0,2020-08-25 00:00:00,2021-08-22 00:00:00.000,Winterraps,41.682792816939156,228.0,,
,Farm 4,Field 173,47.28,2021.0,2020-09-24 00:00:00,2020-08-24 00:00:00.000,Winterweichweizen,89.40945493315917,228.0,,
,Farm 4,Field 173,47.68,2019.0,2018-09-23 00:00:00,2019-07-03 00:00:00.000,Wintergerste,71.83724832214764,155.0,,
,Farm 4,Field 173,47.81,2020.0,2019-08-19 00:00:00,2020-07-25 00:00:00.000,Winterraps,48.01037890367319,284.0,,
,Farm 4,Field 173,74.21,2018.0,2017-09-21 00:00:00,2018-07-24 00:00:00.000,Winterweichweizen,61.161568521762575,186.0,,
,Farm 4,Field 174,78.9,2022.0,2021-09-22 00:00:00,2022-07-12 00:00:00.000,Wintergerste,104.97838729904609,214.0,,
,Farm 4,Field 175,105.27,2019.0,2018-09-19 00:00:00,2019-07-02 00:00:00.000,Wintergerste,63.835850669706474,157.0,,
,Farm 4,Field 175,105.1321,2018.0,2017-09-25 00:00:00,2018-07-23 00:00:00.000,Winterweichweizen,64.11933177402526,196.0,,
,Farm 4,Field 175,105.24,2022.0,2021-08-26 00:00:00,2022-07-29 00:00:00.000,Winterraps,48.02618694684259,279.0,,
,Farm 4,Field 175,105.33,2020.0,2019-08-25 00:00:00,2020-07-27 00:00:00.000,Winterraps,48.9887232632553,284.0,,
,Farm 4,Field 175,105.33,2021.0,2020-10-04 00:00:00,2021-08-05 00:00:00.000,Winterweichweizen,86.94363732363284,219.0,,
,Farm 4,Field 176,6.9,2018.0,2017-10-19 00:00:00,2018-07-24 00:00:00.000,Winterweichweizen,26.81159420289855,168.0,,
,Farm 4,Field 177,8.2,2022.0,2021-09-25 00:00:00,2022-08-08 00:00:00.000,Winterweichweizen,95.22254736842108,187.0,,
,Farm 4,Field 177,9.2888,2018.0,2017-10-15 00:00:00,2018-07-30 00:00:00.000,Winterweichweizen,53.18232710360864,163.0,,
,Farm 4,Field 177,9.1,2019.0,2019-04-12 00:00:00,2019-09-04 00:00:00.000,Silomais,400.986263736264,169.0,,
,Farm 4,Field 177,9.14,2020.0,2019-09-28 00:00:00,2020-08-05 00:00:00.000,Winterweichweizen,97.47765457407195,172.0,,
,Farm 4,Field 177,9.14,2021.0,2020-08-18 00:00:00,2021-08-22 00:00:00.000,Winterraps,41.29430639382499,249.0,,
,Farm 4,Field 178,18.75,2021.0,2020-09-23 00:00:00,2020-08-14 00:00:00.000,Winterweichweizen,85.34996884210527,228.0,,
,Farm 4,Field 178,18.75,2022.0,2021-09-22 00:00:00,2022-07-13 00:00:00.000,Wintergerste,97.23265684210527,208.0,,
,Farm 4,Field 178,18.75,2020.0,2019-08-20 00:00:00,2020-08-09 00:00:00.000,Winterraps,45.57918742857142,284.0,,
,Farm 4,Field 178,18.7069,2018.0,2017-09-23 00:00:00,2018-07-24 00:00:00.000,Winterweichweizen,63.612891499927834,215.0,,
,Farm 4,Field 178,18.71,2019.0,2018-09-24 00:00:00,2019-07-04 00:00:00.000,Wintergerste,71.87546766435061,155.0,,
,Farm 4,Field 179,24.3713,2018.0,2017-09-29 00:00:00,2018-07-29 00:00:00.000,Winterweichweizen,59.94756127083906,186.0,,
,Farm 4,Field 179,24.3567,2022.0,2021-09-07 00:00:00,2022-07-30 00:00:00.000,Winterraps,51.73416752851405,285.0,,
,Farm 4,Field 179,24.42,2019.0,2018-08-28 00:00:00,2019-08-06 00:00:00.000,Winterraps,29.954954954954953,191.0,,
,Farm 4,Field 179,24.42,2021.0,2020-09-15 00:00:00,2021-07-19 00:00:00.000,Wintergerste,97.31279279279279,229.0,,
,Farm 4,Field 179,24.42,2020.0,2019-09-14 00:00:00,2020-08-09 00:00:00.000,Winterweichweizen,75.51246293183135,168.0,,
,Farm 4,Field 180,58.8323,2018.0,2017-09-15 00:00:00,2018-07-21 00:00:00.000,Winterweichweizen,53.4400320912152,210.0,,
,Farm 4,Field 180,58.98,2021.0,2020-08-18 00:00:00,2021-08-22 00:00:00.000,Winterraps,33.51103598165145,253.0,,
,Farm 4,Field 180,58.98,2020.0,2019-09-13 00:00:00,2020-08-07 00:00:00.000,Winterweichweizen,73.42847007311428,168.0,,
,Farm 4,Field 180,57.2,2022.0,2021-10-03 00:00:00,2022-07-24 00:00:00.000,Winterweichweizen,76.20671430499324,184.0,,
,Farm 4,Field 180,58.85,2019.0,2018-08-28 00:00:00,2019-08-17 00:00:00.000,Winterraps,31.612574341546306,233.0,,
,Farm 4,Field 181,119.15,2018.0,2017-08-29 00:00:00,2018-07-17 00:00:00.000,Winterraps,27.23625681913554,216.0,,
,Farm 4,Field 181,116.92,2019.0,2018-09-11 00:00:00,2019-07-20 00:00:00.000,Winterweichweizen,65.98528908655491,188.0,,
,Farm 4,Field 181,51.21,2020.0,2019-08-19 00:00:00,2020-08-13 00:00:00.000,Winterraps,31.753366156592875,256.0,,
,Farm 4,Field 181,83.18,2021.0,2020-10-04 00:00:00,2020-07-30 00:00:00.000,Winterweichweizen,75.41271725237594,202.0,,
,Farm 4,Field 182,103.84,2022.0,2021-08-22 00:00:00,2022-07-23 00:00:00.000,Winterraps,40.07977899219424,224.0,,
,Farm 4,Field 183,9.89,2018.0,2017-08-29 00:00:00,2018-07-17 00:00:00.000,Winterraps,25.278058645096056,212.0,,
,Farm 4,Field 184,18.5264,2022.0,2022-03-18 00:00:00,2022-07-30 00:00:00.000,Erbsen,38.637891765896015,0.0,,
,Farm 4,Field 184,31.26,2018.0,2017-09-27 00:00:00,2018-07-30 00:00:00.000,Winterweichweizen,54.22264875239923,184.0,,
,Farm 4,Field 184,18.59,2019.0,2018-08-29 00:00:00,2019-08-07 00:00:00.000,Winterraps,11.941904249596558,202.0,,
,Farm 4,Field 185,31.29,2021.0,2021-04-28 00:00:00,,Silomais,,0.0,,
,Farm 4,Field 185,18.54,2020.0,2019-09-16 00:00:00,2020-07-23 00:00:00.000,Winterweichweizen,65.94825627535216,168.0,,
,Farm 4,Field 186,9.0,2019.0,2018-08-29 00:00:00,2019-08-08 00:00:00.000,Winterraps,6.822222222222222,202.0,,
,Farm 4,Field 186,8.99,2020.0,2019-09-16 00:00:00,2020-07-23 00:00:00.000,Winterweichweizen,45.59463601532568,168.0,,
,Farm 4,Field 186,8.999,2018.0,2017-09-30 00:00:00,2018-07-30 00:00:00.000,Winterweichweizen,31.892432492499164,141.0,,
,Farm 4,Field 186,8.99,2021.0,2021-04-28 00:00:00,,Silomais,,0.0,,
